numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;4;2.65%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;8;5.30%
3;RAJOELINA Andry Nirina;TGV;28;18.54%
4;RATSIRAKA Iarovana Roland;MTS;8;5.30%
5;RAVALOMANANA Marc;TIM;73;48.34%
6;PARAINA Auguste Richard;TT;4;2.65%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;5;3.31%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.32%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.66%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;8;5.30%
11;RADERANIRINA Sendrison Daniela;Fy-M;2;1.32%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.66%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;7;4.64%
