numero;nom;partie;nombre;pourcentage
Blancs: 13 soit: 4.33% Nuls:6 soit: 2%;1;RAZAFINJOELINA Tahina;FTT
1 0.36%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
200 71.17%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
34 12.10%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.36%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
6 2.14%;11;RADERANIRINA Sendrison Daniela;Fy-M
0 0%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
39 13.88%;
