numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;0;0%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.63%
3;RAJOELINA Andry Nirina;TGV;77;48.73%
4;RATSIRAKA Iarovana Roland;MTS;4;2.53%
5;RAVALOMANANA Marc;TIM;42;26.58%
6;PARAINA Auguste Richard;TT;1;0.63%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.63%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;1.90%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.27%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;5;3.16%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;22;13.92%
