numero;nom;partie;nombre;pourcentage
Blancs: 1 soit: 0.41% Nuls:4 soit: 1.66%;1;RAZAFINJOELINA Tahina;FTT
2 0.85%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
189 80.08%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
15 6.36%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 0.42%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
3 1.27%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 0.85%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 0.42%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
23 9.75%;
