numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;1.11%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;1.11%
3;RAJOELINA Andry Nirina;TGV;46;51.11%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;26;28.89%
6;PARAINA Auguste Richard;TT;1;1.11%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;1.11%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;3.33%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;1.11%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;1.11%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;9;10%
