numero;nom;partie;nombre;pourcentage
Blancs: 4 soit: 2.47% Nuls:11 soit: 6.79%;1; RAZAFINJOELINA Tahina;FTT
1 0.68%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.68%;3; RAJOELINA Andry Nirina;TGV
97 65.99%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
20 13.61%;6; PARAINA Auguste Richard;TT
1 0.68%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
3 2.04%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
3 2.04%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
2 1.36%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 1.36%;11; RADERANIRINA Sendrison Daniela;Fy-M
2 1.36%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
15 10.20%;
