numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;8;4.06%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3; RAJOELINA Andry Nirina;TGV;158;80.20%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;6;3.05%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.02%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;0;0%
11; RADERANIRINA Sendrison Daniela;Fy-M;7;3.55%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.51%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;15;7.61%
