numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;1.52%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;4.55%
3; RAJOELINA Andry Nirina;TGV;11;16.67%
4; RATSIRAKA Iarovana Roland;MTS;1;1.52%
5; RAVALOMANANA Marc;TIM;37;56.06%
6; PARAINA Auguste Richard;TT;2;3.03%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;1.52%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;1.52%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;3.03%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;3.03%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;1.52%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;4;6.06%
