numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;0.92%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;7;3.23%
3;RAJOELINA Andry Nirina;TGV;162;74.65%
4;RATSIRAKA Iarovana Roland;MTS;4;1.84%
5;RAVALOMANANA Marc;TIM;15;6.91%
6;PARAINA Auguste Richard;TT;2;0.92%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.92%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.46%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;7;3.23%
11;RADERANIRINA Sendrison Daniela;Fy-M;2;0.92%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;0.92%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;11;5.07%
