numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;0.69%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;4;1.38%
3; RAJOELINA Andry Nirina;TGV;93;32.07%
4; RATSIRAKA Iarovana Roland;MTS;6;2.07%
5; RAVALOMANANA Marc;TIM;137;47.24%
6; PARAINA Auguste Richard;TT;3;1.03%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;1.03%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.34%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.69%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;12;4.14%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;27;9.31%
