numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;7;5%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.71%
3; RAJOELINA Andry Nirina;TGV;99;70.71%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;14;10%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.71%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.71%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.71%
11; RADERANIRINA Sendrison Daniela;Fy-M;4;2.86%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;12;8.57%
