numero;nom;partie;nombre;pourcentage
Blancs: 4 soit: 1.68% Nuls:10 soit: 4.20%;1;RAZAFINJOELINA Tahina;FTT
4 1.79%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
158 70.54%;4;RATSIRAKA Iarovana Roland;MTS
2 0.89%;5;RAVALOMANANA Marc;TIM
32 14.29%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 0.89%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 0.89%;11;RADERANIRINA Sendrison Daniela;Fy-M
5 2.23%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
19 8.48%;
