numero;nom;partie;nombre;pourcentage
Blancs: 14 soit: 5.69% Nuls:17 soit: 6.91%;1;RAZAFINJOELINA Tahina;FTT
1 0.47%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
2 0.93%;3;RAJOELINA Andry Nirina;TGV
164 76.28%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
24 11.16%;6;PARAINA Auguste Richard;TT
1 0.47%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
3 1.40%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 1.40%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 0.47%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
16 7.44%;
