numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.58%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;1.16%
3; RAJOELINA Andry Nirina;TGV;91;52.91%
4; RATSIRAKA Iarovana Roland;MTS;1;0.58%
5; RAVALOMANANA Marc;TIM;37;21.51%
6; PARAINA Auguste Richard;TT;1;0.58%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.58%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.58%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.58%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;36;20.93%
