numero;nom;partie;nombre;pourcentage
Blancs: 4 soit: 2.06% Nuls:6 soit: 3.09%;1; RAZAFINJOELINA Tahina;FTT
3 1.63%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3; RAJOELINA Andry Nirina;TGV
120 65.22%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
33 17.93%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 0.54%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.54%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 1.63%;11; RADERANIRINA Sendrison Daniela;Fy-M
1 0.54%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
22 11.96%;
