numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.49%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.47%
3; RAJOELINA Andry Nirina;TGV;167;81.86%
4; RATSIRAKA Iarovana Roland;MTS;1;0.49%
5; RAVALOMANANA Marc;TIM;18;8.82%
6; PARAINA Auguste Richard;TT;3;1.47%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.98%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;3;1.47%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;1.47%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.49%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.49%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;1;0.49%
