numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;0.48%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.48%
3;RAJOELINA Andry Nirina;TGV;134;64.73%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;53;25.60%
6;PARAINA Auguste Richard;TT;1;0.48%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.48%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.97%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;1.45%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.48%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;10;4.83%
