numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;0;0%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.68%
3; RAJOELINA Andry Nirina;TGV;121;67.60%
4; RATSIRAKA Iarovana Roland;MTS;3;1.68%
5; RAVALOMANANA Marc;TIM;30;16.76%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.12%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.56%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;1.68%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;1.12%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;14;7.82%
