numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;1.94%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;4;3.88%
3;RAJOELINA Andry Nirina;TGV;64;62.14%
4;RATSIRAKA Iarovana Roland;MTS;1;0.97%
5;RAVALOMANANA Marc;TIM;18;17.48%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.97%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.97%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.97%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1.94%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;9;8.74%
