numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.58%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;1.17%
3; RAJOELINA Andry Nirina;TGV;83;48.54%
4; RATSIRAKA Iarovana Roland;MTS;1;0.58%
5; RAVALOMANANA Marc;TIM;54;31.58%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.58%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;2.34%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.58%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;24;14.04%
