numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.96%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;2.88%
3; RAJOELINA Andry Nirina;TGV;10;9.62%
4; RATSIRAKA Iarovana Roland;MTS;5;4.81%
5; RAVALOMANANA Marc;TIM;63;60.58%
6; PARAINA Auguste Richard;TT;2;1.92%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.96%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;3;2.88%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;3.85%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;12;11.54%
