numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;1.14%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;6;3.43%
3;RAJOELINA Andry Nirina;TGV;61;34.86%
4;RATSIRAKA Iarovana Roland;MTS;2;1.14%
5;RAVALOMANANA Marc;TIM;30;17.14%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.57%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;14;8%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.57%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.57%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;57;32.57%
