numero;nom;partie;nombre;pourcentage
Blancs: 5 soit: 2.14% Nuls:5 soit: 2.14%;1;RAZAFINJOELINA Tahina;FTT
2 0.89%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
2 0.89%;3;RAJOELINA Andry Nirina;TGV
174 77.68%;4;RATSIRAKA Iarovana Roland;MTS
1 0.45%;5;RAVALOMANANA Marc;TIM
23 10.27%;6;PARAINA Auguste Richard;TT
1 0.45%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 0.89%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.45%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 0.89%;11;RADERANIRINA Sendrison Daniela;Fy-M
2 0.89%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
1 0.45%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
13 5.80%;
