numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;0.85%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3; RAJOELINA Andry Nirina;TGV;180;76.27%
4; RATSIRAKA Iarovana Roland;MTS;1;0.42%
5; RAVALOMANANA Marc;TIM;19;8.05%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;0.85%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.42%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.85%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;0.85%
11; RADERANIRINA Sendrison Daniela;Fy-M;3;1.27%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.42%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;23;9.75%
