numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.86%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;1.72%
3; RAJOELINA Andry Nirina;TGV;90;77.59%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;12;10.34%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.86%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.72%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;0;0%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.86%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;7;6.03%
