numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;9;4.48%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.50%
3;RAJOELINA Andry Nirina;TGV;115;57.21%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;24;11.94%
6;PARAINA Auguste Richard;TT;1;0.50%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.50%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;6;2.99%
11;RADERANIRINA Sendrison Daniela;Fy-M;3;1.49%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.50%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;38;18.91%
