numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;0.53%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.53%
3;RAJOELINA Andry Nirina;TGV;145;76.72%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;17;8.99%
6;PARAINA Auguste Richard;TT;1;0.53%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.53%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.53%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1.06%
11;RADERANIRINA Sendrison Daniela;Fy-M;4;2.12%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;16;8.47%
