numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;1.06%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;3.19%
3;RAJOELINA Andry Nirina;TGV;48;51.06%
4;RATSIRAKA Iarovana Roland;MTS;2;2.13%
5;RAVALOMANANA Marc;TIM;22;23.40%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;1.06%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;2.13%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;4.26%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;1.06%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;1.06%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;9;9.57%
