numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;1.28%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;2;2.56%
3;RAJOELINA Andry Nirina;TGV;18;23.08%
4;RATSIRAKA Iarovana Roland;MTS;3;3.85%
5;RAVALOMANANA Marc;TIM;36;46.15%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;1.28%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;1.28%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;8;10.26%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;1.28%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;7;8.97%
