numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;4;1.52%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;17;6.46%
3;RAJOELINA Andry Nirina;TGV;157;59.70%
4;RATSIRAKA Iarovana Roland;MTS;7;2.66%
5;RAVALOMANANA Marc;TIM;23;8.75%
6;PARAINA Auguste Richard;TT;1;0.38%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;4;1.52%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;16;6.08%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;4;1.52%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;20;7.60%
11;RADERANIRINA Sendrison Daniela;Fy-M;2;0.76%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;8;3.04%
