numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;3;3.37%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;2;2.25%
3;RAJOELINA Andry Nirina;TGV;20;22.47%
4;RATSIRAKA Iarovana Roland;MTS;1;1.12%
5;RAVALOMANANA Marc;TIM;56;62.92%
6;PARAINA Auguste Richard;TT;2;2.25%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;1.12%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;1.12%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;2.25%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;1;1.12%
