numero;nom;partie;nombre;pourcentage
Blancs: 8 soit: 3.51% Nuls:3 soit: 1.32%;1;RAZAFINJOELINA Tahina;FTT
1 0.46%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
3 1.38%;3;RAJOELINA Andry Nirina;TGV
140 64.52%;4;RATSIRAKA Iarovana Roland;MTS
1 0.46%;5;RAVALOMANANA Marc;TIM
24 11.06%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
4 1.84%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
3 1.38%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.46%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 1.38%;11;RADERANIRINA Sendrison Daniela;Fy-M
3 1.38%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
34 15.67%;
