numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;0.65%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;2;0.65%
3;RAJOELINA Andry Nirina;TGV;229;74.84%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;31;10.13%
6;PARAINA Auguste Richard;TT;2;0.65%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;7;2.29%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.33%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;0.65%
11;RADERANIRINA Sendrison Daniela;Fy-M;4;1.31%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;26;8.50%
