numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;5;3.29%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.66%
3;RAJOELINA Andry Nirina;TGV;113;74.34%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;9;5.92%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;1.97%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.66%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1.32%
11;RADERANIRINA Sendrison Daniela;Fy-M;3;1.97%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;15;9.87%
