numero;nom;partie;nombre;pourcentage
Blancs: 0 soit: 0% Nuls:4 soit: 4.88%;1;RAZAFINJOELINA Tahina;FTT
1 1.28%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
2 2.56%;3;RAJOELINA Andry Nirina;TGV
49 62.82%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
10 12.82%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 1.28%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 2.56%;11;RADERANIRINA Sendrison Daniela;Fy-M
0 0%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
13 16.67%;
