numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;1.26%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;4;2.52%
3;RAJOELINA Andry Nirina;TGV;20;12.58%
4;RATSIRAKA Iarovana Roland;MTS;3;1.89%
5;RAVALOMANANA Marc;TIM;92;57.86%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.26%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;1.89%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.26%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;5;3.14%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.63%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;25;15.72%
