numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;5;2.42%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.45%
3; RAJOELINA Andry Nirina;TGV;90;43.48%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;56;27.05%
6; PARAINA Auguste Richard;TT;2;0.97%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.48%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;1.45%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;5;2.42%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;0.97%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.48%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;39;18.84%
