numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;6;3.61%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.60%
3; RAJOELINA Andry Nirina;TGV;98;59.04%
4; RATSIRAKA Iarovana Roland;MTS;11;6.63%
5; RAVALOMANANA Marc;TIM;32;19.28%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.20%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.20%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;1.81%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;11;6.63%
