numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;0;0%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;1.05%
3; RAJOELINA Andry Nirina;TGV;102;53.40%
4; RATSIRAKA Iarovana Roland;MTS;1;0.52%
5; RAVALOMANANA Marc;TIM;72;37.70%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.52%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.52%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.52%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;1.57%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.52%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;7;3.66%
