numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;5;2.82%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;1.13%
3; RAJOELINA Andry Nirina;TGV;140;79.10%
4; RATSIRAKA Iarovana Roland;MTS;2;1.13%
5; RAVALOMANANA Marc;TIM;8;4.52%
6; PARAINA Auguste Richard;TT;2;1.13%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.13%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.13%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;2.26%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;1.13%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;8;4.52%
