numero;nom;partie;nombre;pourcentage
Blancs: 2 soit: 3.23% Nuls:4 soit: 6.45%;1; RAZAFINJOELINA Tahina;FTT
0 0%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 1.79%;3; RAJOELINA Andry Nirina;TGV
27 48.21%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
18 32.14%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 1.79%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 5.36%;11; RADERANIRINA Sendrison Daniela;Fy-M
0 0%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
1 1.79%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
5 8.93%;
