numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;0.48%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3;RAJOELINA Andry Nirina;TGV;158;75.24%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;23;10.95%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;5;2.38%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.95%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.48%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;1.90%
11;RADERANIRINA Sendrison Daniela;Fy-M;2;0.95%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.48%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;13;6.19%
