numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;8;4.02%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;4;2.01%
3;RAJOELINA Andry Nirina;TGV;123;61.81%
4;RATSIRAKA Iarovana Roland;MTS;1;0.50%
5;RAVALOMANANA Marc;TIM;46;23.12%
6;PARAINA Auguste Richard;TT;1;0.50%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.50%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;3;1.51%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;5;2.51%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.50%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;6;3.02%
