numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;6;4.17%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;2.08%
3;RAJOELINA Andry Nirina;TGV;96;66.67%
4;RATSIRAKA Iarovana Roland;MTS;1;0.69%
5;RAVALOMANANA Marc;TIM;16;11.11%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;4;2.78%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.69%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.69%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;16;11.11%
