numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;9;2.80%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.31%
3;RAJOELINA Andry Nirina;TGV;231;71.96%
4;RATSIRAKA Iarovana Roland;MTS;1;0.31%
5;RAVALOMANANA Marc;TIM;25;7.79%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;5;1.56%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.31%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.31%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;1.25%
11;RADERANIRINA Sendrison Daniela;Fy-M;7;2.18%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.31%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;35;10.90%
