numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.61%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;5;3.07%
3; RAJOELINA Andry Nirina;TGV;89;54.60%
4; RATSIRAKA Iarovana Roland;MTS;1;0.61%
5; RAVALOMANANA Marc;TIM;32;19.63%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.61%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;6;3.68%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.23%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;9;5.52%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.61%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;16;9.82%
