numero;nom;partie;nombre;pourcentage
Blancs: 3 soit: 2.34% Nuls:5 soit: 3.91%;1; RAZAFINJOELINA Tahina;FTT
5 4.17%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.83%;3; RAJOELINA Andry Nirina;TGV
85 70.83%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
5 4.17%;6; PARAINA Auguste Richard;TT
1 0.83%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 2.50%;11; RADERANIRINA Sendrison Daniela;Fy-M
2 1.67%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
18 15%;
