numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;1.22%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;5;3.05%
3; RAJOELINA Andry Nirina;TGV;76;46.34%
4; RATSIRAKA Iarovana Roland;MTS;2;1.22%
5; RAVALOMANANA Marc;TIM;42;25.61%
6; PARAINA Auguste Richard;TT;2;1.22%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;1.83%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;12;7.32%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.61%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.61%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;18;10.98%
