numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.26%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;8;2.11%
3; RAJOELINA Andry Nirina;TGV;341;89.74%
4; RATSIRAKA Iarovana Roland;MTS;4;1.05%
5; RAVALOMANANA Marc;TIM;14;3.68%
6; PARAINA Auguste Richard;TT;3;0.79%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.53%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;0.53%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;5;1.32%
