numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;6;2.87%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.48%
3;RAJOELINA Andry Nirina;TGV;116;55.50%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;44;21.05%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;0.96%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;3;1.44%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;0;0%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;37;17.70%
