numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.96%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.96%
3; RAJOELINA Andry Nirina;TGV;30;28.85%
4; RATSIRAKA Iarovana Roland;MTS;1;0.96%
5; RAVALOMANANA Marc;TIM;59;56.73%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.96%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.96%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.96%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.96%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;8;7.69%
