numero;nom;partie;nombre;pourcentage
Blancs: 11 soit: 4.28% Nuls:4 soit: 1.56%;1; RAZAFINJOELINA Tahina;FTT
2 0.83%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
2 0.83%;3; RAJOELINA Andry Nirina;TGV
178 73.55%;4; RATSIRAKA Iarovana Roland;MTS
3 1.24%;5; RAVALOMANANA Marc;TIM
18 7.44%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
4 1.65%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
6 2.48%;11; RADERANIRINA Sendrison Daniela;Fy-M
2 0.83%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
1 0.41%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
26 10.74%;
