numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;5;3.85%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.77%
3; RAJOELINA Andry Nirina;TGV;87;66.92%
4; RATSIRAKA Iarovana Roland;MTS;1;0.77%
5; RAVALOMANANA Marc;TIM;18;13.85%
6; PARAINA Auguste Richard;TT;1;0.77%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.54%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;2.31%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;1.54%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;10;7.69%
