numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;3;1.28%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.43%
3; RAJOELINA Andry Nirina;TGV;173;73.62%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;29;12.34%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;0.85%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.85%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.43%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;1.70%
11; RADERANIRINA Sendrison Daniela;Fy-M;3;1.28%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;3;1.28%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;14;5.96%
