numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;6;2.49%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.41%
3;RAJOELINA Andry Nirina;TGV;180;74.69%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;16;6.64%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;4;1.66%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.83%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.41%
11;RADERANIRINA Sendrison Daniela;Fy-M;4;1.66%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;27;11.20%
