numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;6;4.05%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3;RAJOELINA Andry Nirina;TGV;100;67.57%
4;RATSIRAKA Iarovana Roland;MTS;1;0.68%
5;RAVALOMANANA Marc;TIM;18;12.16%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;2.03%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.68%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.68%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.68%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.68%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.68%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;15;10.14%
