numero;nom;partie;nombre;pourcentage
Blancs: 7 soit: 3.37% Nuls:6 soit: 2.88%;1; RAZAFINJOELINA Tahina;FTT
5 2.56%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.51%;3; RAJOELINA Andry Nirina;TGV
147 75.38%;4; RATSIRAKA Iarovana Roland;MTS
1 0.51%;5; RAVALOMANANA Marc;TIM
15 7.69%;6; PARAINA Auguste Richard;TT
1 0.51%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.51%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
9 4.62%;11; RADERANIRINA Sendrison Daniela;Fy-M
1 0.51%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
14 7.18%;
