numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;0.90%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;6;2.69%
3; RAJOELINA Andry Nirina;TGV;179;80.27%
4; RATSIRAKA Iarovana Roland;MTS;3;1.35%
5; RAVALOMANANA Marc;TIM;14;6.28%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.45%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.45%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;5;2.24%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.45%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;11;4.93%
