numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;7;2.79%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;0.80%
3; RAJOELINA Andry Nirina;TGV;140;55.78%
4; RATSIRAKA Iarovana Roland;MTS;4;1.59%
5; RAVALOMANANA Marc;TIM;67;26.69%
6; PARAINA Auguste Richard;TT;1;0.40%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;3;1.20%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.40%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;12;4.78%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.40%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;13;5.18%
