numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;2;1.10%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.65%
3;RAJOELINA Andry Nirina;TGV;7;3.85%
4;RATSIRAKA Iarovana Roland;MTS;2;1.10%
5;RAVALOMANANA Marc;TIM;140;76.92%
6;PARAINA Auguste Richard;TT;2;1.10%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.55%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.10%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;10;5.49%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.55%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;0.55%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;11;6.04%
