numero;nom;partie;nombre;pourcentage
Suffrages ;1;RAZAFINJOELINA Tahina;FTT
3 1.30%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
174 75.32%;4;RATSIRAKA Iarovana Roland;MTS
1 0.43%;5;RAVALOMANANA Marc;TIM
22 9.52%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 0.87%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 0.87%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 0.43%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
1 0.43%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
25 10.82%;
