numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;4;2.70%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;5;3.38%
3; RAJOELINA Andry Nirina;TGV;33;22.30%
4; RATSIRAKA Iarovana Roland;MTS;1;0.68%
5; RAVALOMANANA Marc;TIM;83;56.08%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.68%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;4;2.70%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.68%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;2.70%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.68%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;11;7.43%
