numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;8;4.23%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3;RAJOELINA Andry Nirina;TGV;130;68.78%
4;RATSIRAKA Iarovana Roland;MTS;1;0.53%
5;RAVALOMANANA Marc;TIM;22;11.64%
6;PARAINA Auguste Richard;TT;1;0.53%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.06%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.06%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.53%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;2.12%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.53%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;17;8.99%
