numero;nom;partie;nombre;pourcentage
Blancs: 3 soit: 2.21% Nuls:6 soit: 4.41%;1;RAZAFINJOELINA Tahina;FTT
2 1.57%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.79%;3;RAJOELINA Andry Nirina;TGV
86 67.72%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
20 15.75%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 1.57%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
2 1.57%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
2 1.57%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 0.79%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
11 8.66%;
